0.000000	15.373353	SPEAKER_01
15.567944	17.392963	SPEAKER_03
17.548258	19.450613	SPEAKER_01
19.838849	30.476509	SPEAKER_03
31.097687	37.348283	SPEAKER_01
37.503577	41.269464	SPEAKER_03
41.541229	43.831820	SPEAKER_01
43.948291	54.857717	SPEAKER_03
55.051835	56.565954	SPEAKER_01
56.798896	95.933063	SPEAKER_03
96.204828	99.466009	SPEAKER_01
99.543656	106.221311	SPEAKER_03
106.493077	109.676610	SPEAKER_01
109.715434	114.063674	SPEAKER_03
114.257792	117.286031	SPEAKER_01
117.286031	124.856629	SPEAKER_03
125.089571	127.962516	SPEAKER_01
128.311928	132.970757	SPEAKER_03
133.941347	136.930762	SPEAKER_01
137.047233	143.336653	SPEAKER_03
143.491947	155.915492	SPEAKER_01
156.031963	169.775510	SPEAKER_03
169.775510	178.200227	SPEAKER_01
178.471992	187.246120	SPEAKER_03
187.246120	188.410828	SPEAKER_01
188.604946	198.155546	SPEAKER_03
198.427311	201.261432	SPEAKER_01
201.649668	231.776765	SPEAKER_03
231.854412	239.347363	SPEAKER_01
239.580305	246.995608	SPEAKER_02
246.995608	248.936787	SPEAKER_01
249.208552	308.647451	SPEAKER_02
308.958040	311.986279	SPEAKER_01
312.102750	383.965194	SPEAKER_02
383.965194	405.978163	SPEAKER_01
405.978163	413.509937	SPEAKER_02
413.509937	458.312347	SPEAKER_01
458.428818	499.387694	SPEAKER_03
499.232399	504.939465	SPEAKER_01
505.133583	506.880644	SPEAKER_03
506.880644	513.325358	SPEAKER_01
513.480653	523.070077	SPEAKER_03
523.303018	525.166550	SPEAKER_01
526.292434	530.679498	SPEAKER_03
530.873616	533.319501	SPEAKER_01
533.668914	544.694810	SPEAKER_02
544.850104	549.392463	SPEAKER_01
549.547757	551.217171	SPEAKER_00
551.372466	561.971303	SPEAKER_01
562.204244	570.784255	SPEAKER_00
571.056020	580.761915	SPEAKER_01
580.956033	600.057233	SPEAKER_00
